0,234.8027586
1,140.1301888
2,95.65371699
3,186.4723537
4,155.2840569
5,125.1954462
6,477.1122232
7,61.02402552
8,68.16205686
9,970.2108406
10,738.020946
11,184.4694817
12,284.4701898
13,79.17319573
14,63.47592399
15,88.71102215
16,28.99420147
17,162.7949967
18,96.70208765
19,374.0067877
20,209.9517788
21,193.0231081
22,141.3153773
23,71.11233261
24,53.43871331
25,113.5367744
26,59.21444736
27,153.2302297
28,56.19330003
29,106.98363
30,201.1201279
31,225.7581018
32,223.1233338
33,44.16463029
34,82.2809985
35,248.8330843
36,67.08014388
37,213.5596582
38,124.1704763
39,230.7034612
40,147.6088158
41,856.9363475
42,257.0525376
43,114.0726655
44,93.75608472
45,96.82549197
46,231.2213194
47,66.27330174
48,75.52941693
49,60.73720277
50,128.3349437
51,108.4381012
52,163.9911606
53,59.52893037
54,73.11900381
55,80.75792004
56,127.2075077
57,74.37113408
58,183.1244998
59,63.0582712
60,118.8592703
61,71.18778065
62,118.9153116
63,426.3813688
64,68.8641904
65,195.5825402
66,148.5448213
67,122.5342721
68,164.081569
69,53.5318316
70,72.92180714
71,173.6725719
72,271.6391031
73,99.65727246
74,302.3625959
75,106.4295062
76,437.1229336
77,60.65886545
78,137.462982
79,74.4514458
80,342.1383857
81,74.95555663
82,138.5772787
83,98.16643099
84,124.1013673
85,208.3260266
86,124.1516972
87,87.06251278
88,185.7275686
89,69.21444544
90,116.031369
91,176.0486415
92,79.09138628
93,166.4487784
94,289.5615897
95,88.52304494
96,145.2221491
97,291.5889583
98,62.51757449
99,336.1810135
100,64.08505697
101,81.247318
102,54.72225204
103,72.02156105
104,90.53878692
105,37.988178
106,187.4444695
107,86.55289026
108,89.59792737
109,66.50151272
110,116.8358186
111,69.7343477
112,66.70221869
113,204.7689479
114,116.6391456
115,229.0523698
116,45.58770523
117,118.6770502
118,107.3825359
119,64.60143889
120,133.328604
121,232.097279
122,251.6462586
123,493.3018376
124,125.631165
125,93.50926263
126,123.7442046
127,75.47431556
128,50.41526644
129,166.7378654
130,321.9228354
131,118.4341577
132,161.7585594
133,58.40901899
134,156.6094956
135,66.88980248
136,438.782669
137,68.54126428
138,96.56682377
139,96.73141663
140,112.8306343
141,636.5323437
142,239.7158329
143,134.4629486
144,113.9154624
145,55.04252533
146,146.4898511
147,157.479791
148,64.56277096
149,187.3776821
150,132.9818452
151,61.4493231
152,103.8568776
153,68.1103843
154,154.5240015
155,76.30970254
156,361.863557
157,90.4180829
158,35.58071479
159,74.50917177
160,220.5373554
161,141.5087176
162,83.65383333
163,153.9255324
164,113.5015596
165,81.04055264
166,80.53746525
167,41.11983672
168,60.84792096
169,324.7007421
170,53.90424319
171,159.9098523
172,215.0286351
173,79.01329633
174,50.29020671
175,746.8581223
176,76.8107602
177,345.4625784
178,76.30687029
179,96.74761654
180,109.0503412
181,61.43088875
182,73.75567091
183,124.4775418
184,47.87350164
185,64.21048788
186,96.89479246
187,148.5173551
188,126.9102386
189,56.23809065
190,196.699579
191,133.7674189
192,69.81797536
193,55.93075856
194,127.3595595
195,200.7964352
196,79.6011917
197,138.2386002
198,101.3528847
199,116.3712762
200,95.40043793
201,82.49676668
202,238.5069765
203,161.5679157
204,460.9534154
205,169.7156528
206,160.2873221
207,180.6324395
208,189.6067665
209,188.4276802
210,330.6763982
211,163.9541169
212,247.2763171
213,90.81811878
214,176.7115805
215,141.718812
216,327.316852
217,84.65134628
218,125.2368626
219,180.9216798
220,414.103934
221,132.5347651
222,307.793688
223,107.461556
224,175.3490628
225,71.7224128
226,71.81986317
227,54.45865236
228,61.45974982
229,178.6379417
230,425.6357516
231,68.08266213
232,88.12411352
233,178.9766424
234,83.10245872
235,56.61276346
236,218.8398885
237,52.77797013
238,170.8266665
239,285.5360667
240,146.0826813
241,276.8284299
242,146.7664885
243,76.00638103
244,79.04209688
245,153.7785294
246,557.9964477
247,82.12589912
248,112.2038191
249,55.63096223
250,128.0208935
251,127.9105579
252,143.3589462
253,93.65212844
254,145.4348525
255,98.15062277
256,170.3919393
257,191.6306129
258,109.6266615
259,23.6437915
260,141.4490407
261,122.3473222
262,140.3237364
263,100.6130205
264,187.3763023
265,396.8127516
266,167.4777303
267,120.2835786
268,58.86255367
269,976.5938964
270,37.58017069
271,58.89038243
272,112.5436662
273,156.3624836
274,131.9111324
275,45.41538188
276,254.3182516
277,85.30965827
278,114.7472368
279,123.199416
280,695.1990212
281,113.4665375
282,410.7058464
283,137.505214
